periodo(ms),ax2_Raw,ay2_Raw,az2_Raw,gx2_Raw,gy2_Raw,gz2_Raw,lastCantAngle(°),altitude(m),
10,4262,1442,823,-167,71,-149,0,6369,
10,4092,-701,-455,-155,0,-48,0,6369,
10,3975,-406,631,-309,-48,-14,0,6369,
10,4292,517,625,-68,-32,-34,0,6369,
10,4237,1075,1374,282,-209,-13,0,6369,
10,4509,288,-750,407,-52,41,0,6369,
10,3854,29,-908,-79,30,83,0,6369,
10,4395,-184,427,-273,30,121,0,6369,
10,5214,537,-823,-328,74,148,0,6369,
10,4650,-44,-491,-305,35,122,0,6369,
10,5117,-97,150,-274,74,118,0,6369,
10,4741,-67,-105,-270,94,119,0,6369,
10,4681,515,-254,-268,92,114,0,6369,
10,4602,85,-271,-242,117,107,0,6369,
10,5296,-161,509,-263,130,144,0,6376,
10,5056,290,-668,-205,133,108,0,6376,
10,4618,-488,-562,-212,129,81,0,6376,
10,4478,110,-268,-229,117,86,0,6376,
10,4497,-111,294,-153,152,103,0,6376,
10,4882,-193,-171,-139,223,78,0,6376,
10,4818,-179,-373,-132,204,70,0,6376,
10,4512,-181,607,-93,199,67,0,6376,
10,5086,256,-422,-94,228,63,0,6376,
10,5401,87,-511,-52,213,57,0,6376,
10,4861,-375,-597,-2,229,48,0,6376,
10,5480,313,-47,-3,243,50,0,6376,
10,5366,76,800,20,223,66,0,6376,
10,5467,-212,-392,34,290,34,0,6376,
10,5432,133,151,79,244,24,0,6376,
10,6401,-76,-584,131,288,35,0,6376,
10,5441,181,-103,125,246,12,0,6392,
10,6094,-438,-798,173,271,-2,0,6392,
10,5486,189,23,179,347,5,0,6392,
10,5905,105,-379,236,317,11,0,6392,
10,6306,-22,481,269,312,-2,0,6392,
10,5734,12,-381,311,279,-15,0,6392,
10,6474,-394,-926,375,282,-20,0,6392,
10,6896,-183,-588,436,206,-35,0,6392,
10,6207,-119,-436,440,276,-50,0,6392,
10,6350,139,-220,455,334,-44,0,6392,
10,6448,-194,-562,549,302,-46,0,6392,
10,5545,89,-265,605,284,-61,0,6392,
10,6030,41,490,702,293,-55,0,6392,
10,6062,-132,-188,803,285,-97,0,6392,
10,6171,-80,-1261,830,312,-109,0,6392,
10,5706,-257,-1075,915,280,-133,0,6422,
10,6000,-171,-983,1007,283,-133,0,6422,
10,6506,-153,-423,1091,254,-140,0,6422,
10,6235,-341,-1573,1155,191,-158,0,6422,
10,5254,-729,-889,1298,258,-144,0,6422,
10,6676,-175,571,1407,180,-163,0,6422,
10,5891,-189,-1186,1461,175,-183,0,6422,
10,5409,-338,-381,1456,154,-174,0,6422,
10,5531,-888,-216,1483,168,-170,0,6422,
10,6356,-734,-181,1536,185,-159,0,6422,
10,5524,-414,-220,1472,136,-161,0,6422,
10,4943,-297,-339,1429,168,-160,0,6422,
10,6248,-598,-345,1401,75,-150,0,6422,
10,5924,-381,-486,1445,68,-138,0,6422,
10,4133,-639,-502,1435,214,-119,0,6422,
10,5639,-380,88,1477,136,-104,0,6422,
10,5346,-778,766,1500,150,-80,0,6473,
10,4487,-643,-216,1561,147,-79,0,6473,
10,5248,-801,-526,1582,71,-69,0,6473,
10,4498,-668,-485,1709,50,-46,0,6473,
10,5335,-1080,-56,1778,70,-34,0,6473,
10,5242,-970,-539,1874,73,-8,0,6473,
10,4688,-800,-627,1973,116,11,0,6473,
10,3897,-861,116,2027,126,22,0,6473,
10,4748,-739,-443,2119,116,41,0,6473,
10,5284,-637,-131,2172,180,60,0,6473,
10,3778,-905,-1,2234,142,71,0,6473,
10,4865,-720,85,2269,155,94,0,6473,
10,4630,-448,-270,2255,150,103,0,6473,
10,2681,-612,-12,2267,165,87,0,6473,
10,2288,-653,441,2247,171,93,0,6473,
10,2503,-355,41,2262,144,99,0,6545,
10,2877,-375,-205,2245,213,113,0,6545,
10,2398,-655,736,2274,271,130,0,6545,
10,3037,16,-739,2272,290,116,0,6545,
10,2251,-212,678,2364,330,135,0,6545,
10,4527,-199,-1348,2556,201,96,0,6545,
10,3544,0,-1524,2655,212,76,0,6545,
10,1340,-486,-508,2817,339,32,0,6545,
10,1724,36,-905,2942,221,18,0,6545,
10,801,-30,-229,3036,167,-20,0,6545,
10,1178,-133,-1450,3172,180,-39,0,6545,
10,-657,-183,-645,3264,210,-72,0,6545,
10,-709,-383,-961,3385,130,-78,0,6545,
10,-1605,-388,-725,3479,91,-87,0,6545,
10,-1801,31,-617,3619,60,-81,0,6545,
10,-2437,-388,-240,3743,17,-73,0,6545,
10,-2757,-683,-428,3830,0,-83,0,6637,
10,-3272,-870,-228,3827,-43,-77,0,6637,
10,-3374,-174,-482,3787,-38,-47,0,6637,
10,-3680,-171,123,3712,-39,-28,0,6637,
10,-3971,-371,-454,3682,-4,-10,0,6637,
10,-4268,-488,32,3708,-15,10,0,6637,
10,-4371,-270,-113,3708,9,28,0,6637,
10,-4365,-440,547,3681,-11,52,0,6637,
10,-4355,7,-110,3624,5,61,0,6637,
10,-4392,-495,-156,3545,27,53,0,6637,
10,-4357,0,-101,3517,89,65,0,6637,
10,-4391,-241,-245,3488,144,58,0,6637,
10,-4390,-298,-73,3501,141,52,0,6637,
10,-4396,-266,-12,3480,193,41,0,6637,
10,-4456,-20,329,3484,162,38,0,6637,
10,-4371,-83,191,3529,176,21,0,6747,
10,-4371,39,-64,3562,198,0,0,6747,
10,-4411,-328,5,3613,168,-17,0,6747,
10,-4414,-410,-116,3660,180,-42,0,6747,
10,-4360,-11,-212,3735,222,-58,0,6747,
10,-4515,-620,354,3809,176,-86,0,6747,
10,-4398,-411,132,3787,177,-107,0,6747,
10,-4394,-267,-38,3828,187,-117,0,6747,
10,-4331,118,-310,3834,197,-128,0,6747,
10,-4340,-223,-201,3843,160,-148,0,6747,
10,-4371,-276,-26,3822,134,-141,0,6747,
10,-4394,-281,60,3785,150,-166,0,6747,
10,-4369,-254,122,3812,95,-156,0,6747,
10,-4350,-259,-141,3743,129,-160,0,6747,
10,-4365,-339,-88,3687,84,-159,-1,6747,
10,-4291,-305,-70,3615,96,-147,-1,6747,
10,-4358,-372,-14,3540,101,-146,-1,6875,
10,-4266,-184,-73,3531,103,-136,-1,6875,
10,-4338,-130,49,3507,62,-144,-1,6875,
10,-4356,-401,-149,3516,106,-137,-1,6875,
10,-4326,-435,-254,3552,94,-127,-1,6875,
10,-4358,-312,101,3556,83,-130,-2,6875,
10,-4343,-420,1,3580,107,-126,-2,6875,
10,-4341,-129,87,3601,122,-137,-2,6875,
10,-4341,-191,10,3702,137,-146,-2,6875,
10,-4265,21,119,3784,137,-151,-2,6875,
10,-4242,157,214,3887,122,-160,-2,6875,
10,-4330,113,299,3979,104,-169,-2,6875,
10,-4240,20,89,4090,139,-183,-2,6875,
10,-4211,17,223,4220,129,-202,-2,6875,
10,-4310,1,308,4311,116,-216,-2,6875,
10,-4391,-134,52,4417,127,-229,-2,7015,
10,-4309,233,163,4560,93,-239,-2,7015,
10,-4273,100,-201,4623,98,-256,-2,7015,
10,-4308,-62,-123,4735,97,-263,-2,7015,
10,-4343,-110,-169,4835,76,-274,-2,7015,
10,-4396,-314,173,4899,41,-275,-2,7015,
10,-4329,-323,-61,4993,44,-267,-2,7015,
10,-4336,-231,-85,5055,0,-271,-2,7015,
10,-4297,-27,41,5083,25,-259,-2,7015,
10,-4327,-216,54,5125,17,-257,-3,7015,
10,-4367,-126,217,5153,-22,-248,-3,7015,
10,-4299,-212,143,5146,-11,-239,-3,7015,
10,-4301,-151,140,5138,14,-225,-3,7015,
10,-4403,-335,308,5190,17,-224,-3,7015,
10,-4284,-306,93,5243,-35,-214,-3,7015,
10,-4243,-45,364,5364,47,-215,-3,7167,
10,-4273,-68,16,5568,54,-224,-3,7167,
10,-4288,-50,224,5765,56,-225,-3,7167,
10,-4282,184,311,6036,91,-231,-3,7167,
10,-4250,-42,324,6292,78,-255,-3,7167,
10,-4345,-39,82,6482,101,-278,-3,7167,
10,-4427,-146,244,6699,103,-297,-4,7167,
10,-4296,-24,252,6890,66,-312,-4,7167,
10,-4243,67,121,7020,62,-329,-4,7167,
10,-4294,174,499,7122,96,-340,-4,7167,
10,-4272,135,108,7227,44,-350,-4,7167,
10,-4237,84,-194,7238,39,-349,-4,7167,
10,-4276,129,156,7275,21,-340,-4,7167,
10,-4270,49,-11,7296,-8,-342,-4,7167,
10,-4286,-104,297,7305,-44,-332,-4,7167,
10,-4188,7,-246,7383,-32,-309,-5,7329,
10,-4278,-52,188,7454,-71,-297,-5,7329,
10,-4304,-147,-20,7545,-79,-277,-5,7329,
10,-4273,-19,100,7688,-56,-260,-5,7329,
10,-4264,-193,4,7845,-79,-239,-5,7329,
10,-4258,-242,151,8006,-34,-222,-5,7329,
10,-4268,49,123,8164,-29,-214,-5,7329,
10,-4171,-66,-126,8266,-5,-204,-5,7329,
10,-4285,-189,224,8349,69,-210,-5,7329,
10,-4312,27,262,8471,68,-225,-6,7329,
10,-4309,-154,321,8565,130,-246,-6,7329,
10,-4255,-94,113,8724,161,-275,-6,7329,
10,-4306,16,176,8904,165,-320,-6,7329,
10,-4254,-129,304,9087,151,-364,-6,7329,
10,-4260,-149,260,9322,166,-412,-6,7329,
10,-4286,-75,134,9490,130,-452,-6,7500,
10,-4291,-253,159,9661,92,-484,-6,7500,
10,-4308,-223,348,9823,73,-510,-7,7500,
10,-4244,-208,371,9964,13,-516,-7,7500,
10,-4260,-209,299,10098,-9,-506,-7,7500,
10,-4261,-47,39,10320,2,-482,-7,7500,
10,-4248,-110,328,10551,-66,-459,-7,7500,
10,-4335,-166,367,10746,-86,-426,-7,7500,
10,-4245,-204,366,10961,-37,-399,-7,7500,
10,-4276,74,123,11166,-15,-379,-8,7500,
10,-4205,-60,99,11284,-6,-365,-8,7500,
10,-4232,49,70,11403,34,-359,-8,7500,
10,-4293,-93,400,11573,51,-374,-8,7500,
10,-4291,-105,316,11682,59,-391,-8,7500,
10,-4290,-296,314,11865,147,-423,-8,7500,
10,-4222,-66,122,12069,114,-457,-9,7676,
10,-4208,-37,75,12208,60,-485,-9,7676,
