periodo(ms),ax2_Raw,ay2_Raw,az2_Raw,gx2_Raw,gy2_Raw,gz2_Raw,lastCantAngle(°),altitude(m),
10,-2201,31,100,-358,-78,22,-30,10288,
10,-2329,58,205,-390,-105,19,-30,10288,
10,-2111,150,36,-444,-82,37,-30,10288,
10,-2174,221,-133,-537,-102,56,-30,10288,
10,-2272,344,-137,-640,-86,102,-30,10288,
10,-2188,320,71,-739,-46,147,-30,10288,
10,-1927,133,-90,-819,-26,181,-30,10288,
10,-2080,171,8,-848,-37,199,-30,10288,
10,-1995,67,62,-862,-23,209,-30,10288,
10,-2007,-59,9,-880,-12,208,-30,10239,
10,-2140,53,7,-912,-35,211,-30,10239,
10,-2056,79,-14,-953,-2,213,-30,10239,
10,-1989,-191,-32,-981,12,206,-30,10239,
10,-2239,-243,-62,-968,-18,180,-30,10239,
10,-2079,-303,190,-945,-11,135,-30,10239,
10,-2207,-292,-30,-924,20,79,-30,10239,
10,-2101,-319,-319,-893,37,40,-30,10239,
10,-2168,-88,-316,-875,104,17,-29,10239,
10,-2219,10,-138,-869,127,23,-29,10239,
10,-2213,-67,14,-874,153,37,-29,10239,
10,-2201,-167,-121,-857,194,46,-29,10239,
10,-2289,-135,-10,-842,188,24,-29,10239,
10,-2191,-193,213,-814,196,20,-29,10239,
10,-2167,-195,341,-758,187,9,-29,10239,
10,-2358,-197,316,-654,118,-16,-29,10186,
10,-2224,-243,654,-551,79,-44,-29,10186,
10,-2209,-191,306,-475,42,-70,-29,10186,
10,-2100,-104,198,-397,-9,-71,-29,10186,
10,-2135,118,162,-357,-22,-70,-29,10186,
10,-2178,107,90,-347,13,-46,-29,10186,
10,-2121,42,49,-350,14,-27,-29,10186,
10,-1997,37,149,-350,35,-13,-29,10186,
10,-2132,-156,110,-308,59,-14,-29,10186,
10,-1934,-146,159,-242,23,-35,-29,10186,
10,-2001,-54,384,-168,19,-52,-29,10186,
10,-1798,-86,234,-95,-28,-81,-29,10186,
10,-2067,-131,103,-55,-45,-91,-29,10186,
10,-2014,-113,96,-45,-27,-100,-29,10186,
10,-1914,-70,-104,-11,-20,-132,-29,10186,
10,-1940,-298,36,-13,-36,-159,-29,10129,
10,-1765,65,23,-35,-1,-162,-29,10129,
10,-2207,173,116,-44,-1,-161,-29,10129,
10,-2025,-86,257,-44,-21,-151,-29,10129,
10,-1976,116,512,-39,-49,-128,-29,10129,
10,-2146,196,269,-29,-75,-114,-29,10129,
10,-1960,-106,184,-6,-132,-120,-29,10129,
10,-2157,-46,130,-18,-118,-122,-30,10129,
10,-1917,-5,-61,-39,-105,-121,-30,10129,
10,-2021,-55,-109,-102,-56,-121,-30,10129,
10,-2187,112,-81,-153,-64,-117,-30,10129,
10,-1918,239,65,-201,-53,-112,-30,10129,
10,-2291,68,333,-262,-36,-97,-30,10129,
10,-2119,-45,116,-314,-63,-86,-30,10129,
10,-2020,46,-110,-387,-21,-82,-30,10129,
10,-1957,164,-59,-464,-11,-86,-30,10069,
10,-1965,-15,91,-534,40,-83,-30,10069,
10,-2173,-69,120,-537,33,-109,-30,10069,
10,-1893,45,442,-538,27,-127,-30,10069,
10,-1893,3,396,-524,-25,-134,-29,10069,
10,-2159,309,288,-477,-108,-123,-29,10069,
10,-1861,151,172,-474,-96,-106,-29,10069,
10,-1866,-32,160,-486,-115,-102,-29,10069,
10,-2096,196,79,-516,-125,-91,-29,10069,
10,-2078,168,229,-512,-132,-101,-29,10069,
10,-2054,174,251,-495,-157,-111,-29,10069,
10,-2110,119,364,-471,-212,-107,-29,10069,
10,-2278,199,429,-482,-234,-93,-29,10069,
10,-2205,386,211,-526,-238,-79,-29,10069,
10,-2256,29,-123,-593,-224,-39,-29,10069,
10,-2235,308,-149,-641,-230,-18,-29,10006,
10,-2213,328,77,-683,-191,-12,-29,10006,
10,-2296,24,-119,-691,-151,9,-29,10006,
10,-2217,138,79,-690,-176,20,-29,10006,
10,-2241,442,300,-670,-186,52,-29,10006,
10,-2245,249,63,-650,-208,78,-29,10006,
10,-2264,114,76,-680,-254,101,-29,10006,
10,-2211,278,6,-728,-238,116,-29,10006,
10,-2176,113,65,-756,-214,115,-29,10006,
10,-2107,-76,-237,-767,-214,96,-29,10006,
10,-2256,36,-171,-795,-179,72,-29,10006,
10,-2026,71,-169,-813,-139,55,-29,10006,
10,-2057,169,-189,-836,-144,44,-29,10006,
10,-2162,262,-143,-895,-104,69,-29,10006,
10,-2003,353,-185,-973,-67,95,-29,10006,
10,-2118,154,-169,-1025,-70,113,-29,9940,
10,-2095,38,-156,-1067,-34,110,-29,9940,
10,-2179,19,-1,-1054,-51,88,-29,9940,
10,-2163,2,89,-1060,-63,67,-29,9940,
10,-2004,100,3,-1056,-50,51,-29,9940,
10,-2056,19,97,-1057,-89,37,-29,9940,
10,-1868,-10,-82,-1062,-77,21,-29,9940,
10,-1925,12,-144,-1090,-32,-4,-29,9940,
10,-1867,-40,-240,-1093,-28,-36,-29,9940,
10,-1930,73,-44,-1140,9,-40,-29,9940,
10,-1834,245,166,-1197,2,-25,-29,9940,
10,-1689,624,158,-1228,-58,13,-29,9940,
10,-1939,533,76,-1334,-60,76,-29,9940,
10,-1922,370,-122,-1438,-81,117,-29,9940,
10,-1898,200,-345,-1524,-46,145,-29,9940,
10,-1979,-28,-244,-1575,13,153,-29,9870,
10,-1891,143,-80,-1621,62,153,-29,9870,
10,-1944,36,30,-1605,46,143,-29,9870,
10,-2149,213,154,-1580,31,142,-29,9870,
10,-1892,396,244,-1587,15,163,-29,9870,
10,-1963,-95,45,-1494,-75,190,-29,9870,
10,-1882,237,-26,-1492,-104,203,-29,9870,
10,-2008,231,88,-1536,-62,209,-29,9870,
10,-1675,-37,-96,-1529,-73,194,-29,9870,
10,-1866,-322,-26,-1479,-67,156,-29,9870,
10,-1932,-37,340,-1352,-78,99,-29,9870,
10,-2022,227,421,-1277,-180,60,-29,9870,
10,-1777,-158,276,-1175,-228,35,-29,9870,
10,-1902,-163,98,-1098,-218,19,-28,9870,
10,-1853,295,-228,-1103,-244,-1,-28,9870,
10,-1709,-2,-427,-1164,-202,-14,-28,9798,
10,-1884,-197,-376,-1226,-126,-18,-28,9798,
10,-1906,79,-6,-1309,-111,-34,-28,9798,
10,-1834,79,68,-1358,-97,-56,-28,9798,
10,-1964,26,-2,-1380,-98,-68,-28,9798,
10,-1823,78,538,-1356,-168,-63,-28,9798,
10,-1761,188,17,-1395,-196,-52,-28,9798,
10,-1851,159,-144,-1439,-140,-37,-28,9798,
10,-1949,410,-163,-1485,-146,-39,-28,9798,
10,-1896,431,-430,-1620,-64,25,-28,9798,
10,-2025,574,-203,-1754,-17,81,-28,9798,
10,-2025,534,109,-1804,-31,154,-28,9798,
10,-1974,-59,-86,-1802,-35,219,-28,9798,
10,-2060,313,412,-1831,-101,225,-28,9798,
10,-2079,208,184,-1868,-117,223,-28,9798,
10,-1883,-18,-264,-1940,-129,227,-28,9798,
10,-2294,177,-90,-2047,-119,255,-28,9724,
10,-2054,390,-223,-2139,-64,264,-28,9724,
10,-2247,120,-227,-2204,-49,279,-28,9724,
10,-2084,-99,73,-2217,-73,283,-28,9724,
10,-2196,-99,98,-2155,-50,247,-28,9724,
10,-2157,-212,45,-2048,-62,196,-28,9724,
10,-2268,-222,-76,-1928,-95,144,-28,9724,
10,-2148,-25,-193,-1831,-62,116,-28,9724,
10,-2126,-18,-178,-1769,-2,107,-28,9724,
10,-2160,116,-279,-1734,24,117,-28,9724,
10,-2214,163,-3,-1707,48,138,-28,9724,
10,-1920,-76,34,-1627,70,133,-28,9724,
10,-2267,-177,210,-1522,26,100,-28,9724,
10,-2059,-223,39,-1436,34,69,-28,9724,
10,-2090,-103,20,-1391,50,47,-28,9724,
10,-2114,30,5,-1355,51,37,-28,9648,
10,-2055,54,141,-1359,65,50,-28,9648,
10,-2305,106,292,-1335,65,72,-28,9648,
10,-1943,153,265,-1285,20,72,-28,9648,
10,-1981,-221,243,-1234,12,68,-28,9648,
10,-2128,-184,90,-1173,6,36,-28,9648,
10,-2063,-29,-90,-1121,-8,10,-28,9648,
10,-2207,-24,-195,-1119,42,13,-28,9648,
10,-2064,14,-36,-1136,91,28,-28,9648,
10,-2030,-3,88,-1124,75,33,-28,9648,
10,-2150,-220,126,-1058,64,18,-28,9648,
10,-2004,-311,238,-975,35,-21,-28,9648,
10,-2052,-267,392,-874,-10,-76,-28,9648,
10,-2011,-153,161,-815,-2,-105,-28,9648,
10,-1904,90,98,-789,14,-107,-28,9648,
10,-2020,223,-50,-761,3,-95,-28,9570,
10,-2043,204,68,-754,21,-62,-28,9570,
10,-2129,72,179,-708,48,-31,-28,9570,
10,-2035,17,220,-610,21,-34,-28,9570,
10,-2072,-84,237,-479,-7,-53,-28,9570,
10,-1984,-95,279,-351,-11,-70,-28,9570,
10,-1988,148,330,-263,-71,-75,-28,9570,
10,-2053,110,190,-219,-70,-66,-28,9570,
10,-2003,69,-71,-204,-44,-47,-28,9570,
10,-1930,183,-27,-208,-43,-43,-28,9570,
10,-2204,-136,96,-212,10,-51,-28,9570,
10,-2039,-233,130,-172,-5,-76,-28,9570,
10,-1857,118,244,-95,-55,-90,-28,9570,
10,-1830,260,195,-94,-59,-73,-28,9570,
10,-1764,153,-105,-142,-38,-45,-28,9570,
10,-2236,39,-237,-190,-33,-24,-28,9489,
10,-1730,20,-114,-240,18,-26,-28,9489,
10,-1889,-36,50,-276,57,-35,-28,9489,
10,-1952,-144,194,-303,80,-37,-28,9489,
10,-1970,-89,398,-253,20,-65,-28,9489,
10,-1771,-50,437,-205,-27,-101,-28,9489,
10,-1779,-205,154,-188,-27,-125,-28,9489,
10,-1850,-193,-63,-181,-54,-173,-28,9489,
10,-1989,7,-190,-235,3,-201,-28,9489,
10,-1886,14,-253,-295,54,-215,-28,9489,
10,-1952,-22,-110,-359,80,-224,-28,9489,
10,-1918,62,42,-428,119,-215,-28,9489,
10,-1702,-42,309,-450,128,-240,-28,9489,
10,-1547,-220,384,-416,74,-292,-28,9489,
10,-1850,-100,140,-424,64,-330,-28,9489,
10,-2028,335,58,-502,75,-336,-28,9407,
10,-1402,835,244,-694,78,-232,-28,9407,
10,-1555,792,450,-849,59,-113,-28,9407,
10,-1767,452,446,-825,15,-62,-28,9407,
10,-1764,113,198,-816,-31,-62,-28,9407,
10,-1332,5,537,-764,-67,-42,-28,9407,
10,-1661,262,390,-834,-164,15,-28,9407,
10,-2051,636,175,-976,-236,90,-28,9407,
10,-2025,337,185,-1115,-221,180,-28,9407,
10,-1894,520,-184,-1208,-209,216,-28,9407,
10,-1773,40,50,-1260,-184,275,-28,9407,
10,-2128,119,363,-1232,-208,292,-28,9407,
10,-1728,-33,714,-1113,-289,257,-28,9407,
10,-1878,-387,790,-781,-412,173,-28,9407,
10,-1844,-202,371,-629,-460,101,-28,9407,
10,-2010,-309,-213,-598,-458,41,-28,9323,
10,-1756,-70,-402,-622,-365,-5,-28,9323,
10,-1975,193,-554,-711,-290,-7,-27,9323,
10,-2025,185,-140,-814,-252,-1,-27,9323,
10,-1927,152,222,-892,-224,4,-27,9323,
10,-2110,146,146,-943,-279,35,-27,9323,
10,-1984,53,222,-986,-277,6,-27,9323,
10,-2183,-359,-159,-1024,-286,-50,-27,9323,
10,-2128,80,-461,-1108,-235,-57,-27,9323,
10,-2186,372,-475,-1211,-125,-44,-27,9323,
10,-2203,198,-399,-1292,-69,-32,-27,9323,
10,-2259,88,-370,-1344,-26,-14,-27,9323,
10,-2295,193,-78,-1372,48,-18,-27,9323,
10,-2058,125,-101,-1356,58,-20,-27,9323,
10,-2113,187,-75,-1320,71,-13,-27,9323,
10,-2180,292,60,-1271,84,8,-27,9238,
10,-2164,212,66,-1194,44,13,-27,9238,
10,-2011,90,-137,-1136,65,31,-27,9238,
10,-2194,169,-232,-1107,116,48,-27,9238,
10,-2264,264,-61,-1077,130,60,-27,9238,
10,-2032,88,-144,-1055,147,69,-27,9238,
10,-1954,86,140,-1044,180,77,-27,9238,
10,-2182,135,229,-1003,170,78,-27,9238,
10,-2209,284,292,-945,106,89,-27,9238,
10,-2093,29,217,-925,100,106,-27,9238,
10,-1944,-37,378,-862,71,97,-27,9238,
10,-2140,163,419,-823,-11,78,-27,9238,
10,-2109,21,540,-823,-64,78,-27,9238,
10,-2050,67,447,-796,-108,84,-27,9238,
10,-1947,246,186,-765,-163,65,-27,9238,
10,-1952,-18,11,-790,-144,61,-27,9152,
10,-2229,-21,-117,-841,-119,64,-27,9152,
10,-2070,219,10,-907,-102,82,-27,9152,
10,-2018,111,-142,-990,-37,95,-27,9152,
10,-2150,-77,18,-1022,-19,92,-27,9152,
10,-2013,-160,239,-985,-41,51,-27,9152,
10,-2139,-263,249,-909,-20,-6,-27,9152,
10,-1884,-255,119,-804,-55,-76,-27,9152,
10,-1760,-132,225,-730,-59,-125,-27,9152,
10,-2196,5,145,-695,-70,-156,-27,9152,
10,-2133,149,230,-709,-61,-165,-27,9152,
10,-1925,257,316,-778,-28,-136,-27,9152,
10,-2038,314,172,-805,-69,-114,-27,9152,
10,-1967,5,197,-811,-90,-108,-27,9152,
10,-1646,-8,134,-835,-76,-115,-27,9152,
10,-1584,57,-21,-846,-79,-142,-27,9065,
10,-1912,46,-87,-866,-63,-164,-27,9065,
10,-2009,238,207,-932,-37,-154,-27,9065,
10,-1577,542,493,-1012,-68,-110,-27,9065,
10,-1744,550,228,-1105,-53,-39,-27,9065,
10,-1888,436,77,-1211,-61,12,-27,9065,
10,-1720,144,-105,-1260,-81,39,-27,9065,
10,-1566,-23,-48,-1281,-34,44,-27,9065,
10,-1953,111,166,-1260,-23,27,-27,9065,
10,-1899,187,266,-1242,-36,28,-27,9065,
10,-1611,352,274,-1251,-63,79,-27,9065,
10,-1877,235,436,-1138,-111,88,-27,9065,
10,-2037,-36,388,-1064,-189,80,-27,9065,
10,-1960,-24,-73,-1064,-151,55,-27,9065,
10,-1675,-15,-328,-1079,-95,40,-27,9065,
10,-1693,-75,-263,-1112,-50,25,-27,8976,
10,-1706,-50,141,-1106,4,4,-27,8976,
10,-2100,-53,-280,-1081,-36,12,-27,8976,
10,-2063,365,632,-1028,-89,15,-27,8976,
10,-1840,75,543,-941,-100,8,-27,8976,
10,-2144,-448,-136,-904,-120,-22,-27,8976,
10,-1915,-255,-247,-882,-92,-73,-27,8976,
10,-1794,-228,-105,-878,-22,-144,-27,8976,
10,-1940,-102,-244,-914,23,-155,-27,8976,
10,-2073,129,294,-976,41,-143,-27,8976,
10,-1664,52,390,-958,29,-137,-27,8976,
10,-2048,92,554,-916,-54,-133,-27,8976,
10,-1997,-71,367,-833,-102,-150,-27,8976,
10,-2102,32,24,-821,-54,-152,-27,8976,
10,-1882,150,88,-797,-54,-166,-27,8976,
10,-1793,38,-81,-724,-18,-204,-27,8887,
10,-2044,-175,174,-651,17,-202,-27,8887,
10,-1905,-74,408,-496,-34,-240,-27,8887,
10,-1668,227,428,-324,-88,-261,-27,8887,
10,-1849,630,714,-345,-133,-196,-27,8887,
10,-2193,77,527,-318,-219,-147,-27,8887,
10,-2031,290,181,-392,-201,-108,-27,8887,
10,-1833,227,-174,-447,-185,-57,-27,8887,
10,-2349,440,-137,-520,-173,-23,-27,8887,
10,-2050,740,676,-537,-153,22,-27,8887,
10,-1954,381,395,-507,-182,93,-27,8887,
10,-1832,217,453,-442,-264,120,-27,8887,
10,-2169,-25,325,-393,-267,112,-27,8887,
10,-2147,-145,165,-326,-310,60,-27,8887,
10,-1766,-12,92,-263,-350,12,-27,8887,
10,-1807,-65,-133,-242,-320,-14,-27,8797,
10,-2302,115,43,-271,-306,-21,-27,8797,
10,-2036,353,-158,-369,-272,1,-27,8797,
10,-1785,251,-385,-461,-228,45,-27,8797,
10,-1934,216,-109,-530,-228,60,-27,8797,
10,-2114,36,-90,-591,-211,58,-27,8797,
10,-2021,-50,-481,-638,-140,46,-27,8797,
10,-1622,109,-475,-694,-92,27,-27,8797,
10,-1946,213,-466,-760,8,39,-27,8797,
10,-2209,168,-138,-837,73,62,-27,8797,
10,-1790,188,167,-888,54,90,-27,8797,
10,-1958,299,298,-899,41,112,-27,8797,
10,-2123,184,138,-861,-22,130,-27,8797,
10,-2318,65,-87,-906,-21,152,-27,8797,
10,-1826,112,-281,-967,31,165,-27,8797,
10,-1776,309,-393,-1058,60,196,-26,8706,
10,-2329,281,-325,-1179,127,231,-26,8706,
10,-2033,32,213,-1245,150,254,-26,8706,
10,-1514,152,640,-1240,62,262,-26,8706,
10,-1748,37,448,-1230,0,266,-26,8706,
10,-2230,-111,31,-1203,-57,238,-26,8706,
10,-1926,79,-177,-1266,-85,226,-26,8706,
10,-1981,283,-164,-1389,-15,257,-26,8706,
10,-1868,66,-210,-1477,19,281,-26,8706,
10,-2000,-183,-54,-1479,1,277,-26,8706,
10,-2148,-234,310,-1423,14,220,-26,8706,
10,-1928,-224,-80,-1433,-39,132,-26,8706,
10,-2147,-220,346,-1408,-148,27,-26,8706,
10,-1998,-378,226,-1307,-156,-39,-26,8706,
10,-2235,-78,-216,-1279,-144,-52,-26,8706,
10,-2175,364,-322,-1341,-81,1,-26,8615,
10,-2047,298,-257,-1419,-2,59,-26,8615,
10,-2448,-24,-574,-1443,33,77,-26,8615,
10,-2266,-23,-431,-1456,42,97,-26,8615,
10,-2305,-240,151,-1413,78,67,-26,8615,
10,-2282,-334,85,-1320,105,6,-26,8615,
10,-2351,-145,27,-1240,93,-48,-26,8615,
10,-2345,-136,-57,-1162,120,-63,-26,8615,
10,-2081,10,-33,-1089,126,-67,-26,8615,
10,-1800,1120,-89,-1080,131,23,-26,8615,
10,-2400,382,238,-1092,157,78,-26,8615,
10,-2286,-33,122,-1024,132,111,-26,8615,
10,-2210,-111,108,-942,113,124,-26,8615,
10,-2050,-102,368,-827,128,113,-26,8615,
10,-2229,-121,216,-675,97,74,-26,8615,
10,-2344,-144,-15,-538,61,53,-26,8523,
10,-2468,-19,285,-426,73,57,-26,8523,
10,-1942,210,317,-311,45,65,-26,8523,
10,-2093,97,40,-220,23,96,-26,8523,
10,-2338,-185,27,-139,40,109,-26,8523,
10,-2169,-89,411,7,-13,77,-26,8523,
10,-1978,-3,294,138,-79,35,-26,8523,
10,-2281,-393,132,220,-80,20,-26,8523,
10,-2519,-38,-39,240,-77,11,-26,8523,
10,-2545,64,29,251,-26,-13,-26,8523,
10,-1654,-235,165,269,-18,-24,-26,8523,
10,-1761,81,215,268,-47,15,-26,8523,
10,-2531,401,306,209,-93,48,-26,8523,
10,-2100,30,172,159,-108,72,-26,8523,
10,-1711,-524,-3,150,-95,63,-26,8523,
10,-2267,-182,81,157,-97,28,-26,8431,
10,-2733,-65,-47,130,-87,-5,-26,8431,
10,-1976,-304,-298,95,-59,-6,-26,8431,
10,-1677,-78,-47,39,-22,-13,-26,8431,
10,-1807,128,230,7,-2,-14,-26,8431,
10,-2186,-221,183,19,-47,-15,-26,8431,
10,-2580,-347,140,67,-58,-43,-26,8431,
10,-2315,-223,311,145,-91,-107,-26,8431,
10,-2340,-254,-63,206,-100,-162,-26,8431,
10,-2477,-110,-139,203,-80,-172,-26,8431,
10,-1986,76,-183,146,-28,-148,-26,8431,
10,-1775,49,-198,79,-20,-128,-26,8431,
10,-1910,260,-167,-40,42,-67,-26,8431,
10,-2246,299,-8,-132,80,-14,-26,8431,
10,-2256,36,280,-143,43,17,-26,8431,
10,-2035,-259,277,-73,15,7,-26,8338,
10,-2313,-180,208,8,9,-22,-26,8338,
10,-2620,-160,143,81,-17,-48,-26,8338,
10,-1878,-128,-17,125,-9,-54,-26,8338,
10,-1740,121,1,170,19,-49,-26,8338,
10,-1779,180,-18,189,14,-26,-26,8338,
10,-2383,123,174,209,23,14,-26,8338,
10,-1732,140,198,268,31,36,-26,8338,
10,-1897,18,269,380,-14,36,-26,8338,
10,-2175,-132,169,489,-12,29,-26,8338,
10,-2459,-213,10,599,4,10,-26,8338,
10,-2120,52,13,685,-2,1,-26,8338,
10,-1853,41,-11,745,40,7,-26,8338,
10,-2305,55,77,810,27,21,-26,8338,
10,-2010,-20,306,879,23,31,-26,8338,
10,-2096,-288,371,1049,-2,0,-26,8244,
10,-1955,-104,76,1195,-87,-20,-26,8244,
10,-1979,-188,49,1269,-107,-48,-26,8244,
10,-2244,-214,-201,1330,-66,-78,-26,8244,
10,-2579,-100,-166,1318,-57,-71,-26,8244,
10,-1974,145,-373,1263,19,-39,-26,8244,
10,-2093,-67,-130,1244,89,-49,-26,8244,
10,-2175,-167,129,1266,60,-56,-26,8244,
10,-2286,-1,733,1372,-5,-84,-26,8244,
10,-2242,-31,557,1536,-84,-122,-26,8244,
10,-2567,-342,295,1627,-98,-162,-27,8244,
10,-2388,-361,-26,1682,-124,-195,-27,8244,
10,-2016,436,-203,1670,-119,-202,-27,8244,
10,-2221,349,-303,1578,-29,-178,-27,8244,
10,-2203,42,-353,1527,32,-128,-27,8244,
10,-2036,251,174,1415,76,-82,-27,8150,
10,-2292,377,316,1373,104,-51,-27,8150,
10,-2068,-405,-149,1343,53,-11,-27,8150,
10,-2501,117,144,1330,12,11,-27,8150,
10,-2443,395,259,1323,33,-18,-27,8150,
10,-2241,-348,-211,1295,50,-42,-27,8150,
10,-2307,-249,-267,1215,77,-53,-27,8150,
10,-2021,418,-343,1121,154,-70,-27,8150,
10,-2345,146,148,991,182,-39,-27,8150,
10,-2194,-95,-4,904,172,-29,-27,8150,
10,-2078,91,219,855,184,-17,-27,8150,
10,-2105,241,-89,822,164,-6,-27,8150,
10,-2237,162,213,772,143,10,-27,8150,
10,-2042,213,357,776,167,31,-27,8150,
10,-1923,33,135,797,144,33,-27,8150,
10,-2043,24,88,827,136,28,-27,8055,
10,-2233,41,232,883,163,5,-27,8055,
10,-1994,-80,308,978,145,-23,-27,8055,
10,-2082,-35,272,1073,114,-37,-27,8055,
10,-2032,160,194,1157,99,-50,-27,8055,
10,-2140,133,183,1197,67,-58,-27,8055,
10,-1784,74,156,1187,40,-37,-27,8055,
10,-1775,105,-47,1183,90,-25,-27,8055,
10,-2007,141,82,1192,94,-37,-27,8055,
10,-2055,69,87,1195,74,-45,-27,8055,
10,-1799,237,470,1176,62,-28,-27,8055,
10,-1703,333,298,1174,2,19,-27,8055,
10,-2229,117,205,1179,-32,20,-27,8055,
10,-1880,-223,94,1203,-32,-5,-27,8055,
10,-1273,-34,113,1216,-52,-1,-27,8055,
10,-1531,195,-57,1185,-42,-35,-27,7959,
10,-2059,33,-92,1110,0,-22,-27,7959,
10,-1939,-70,-129,1007,52,2,-27,7959,
10,-1550,330,31,906,46,9,-27,7959,
10,-2002,198,-49,805,73,5,-27,7959,
10,-2034,-267,-37,724,93,5,-27,7959,
10,-1663,-269,115,682,58,-46,-27,7959,
10,-1540,-135,159,654,79,-109,-27,7959,
10,-1853,-33,-122,601,71,-140,-27,7959,
10,-1694,-141,-141,430,58,-96,-27,7959,
10,-2145,752,364,465,51,-4,-27,7959,
10,-1723,423,-39,366,35,66,-27,7959,
10,-2067,153,313,287,6,97,-27,7959,
10,-2068,-28,191,247,37,89,-27,7959,
10,-1904,13,-204,247,48,53,-27,7959,
10,-1848,12,9,213,71,25,-27,7863,
10,-2027,196,177,136,72,41,-27,7863,
10,-1992,371,407,111,-12,85,-27,7863,
10,-1962,432,358,100,16,88,-27,7863,
10,-1988,46,90,18,-32,109,-27,7863,
10,-2108,84,-225,-48,-30,128,-27,7863,
10,-2008,295,-93,-94,20,136,-27,7863,
10,-1884,-59,136,-87,26,121,-27,7863,
10,-1773,-262,230,-47,9,91,-27,7863,
10,-2269,50,238,13,18,65,-27,7863,
10,-2113,54,221,39,-41,68,-27,7863,
10,-1984,240,165,16,-57,88,-27,7863,
10,-2085,64,-46,-16,-36,114,-27,7863,
10,-2105,207,-113,-61,-30,118,-27,7863,
10,-2060,-123,52,-97,13,112,-27,7863,
10,-1796,-516,73,-46,23,51,-27,7766,
10,-1852,-341,220,23,-14,-18,-27,7766,
10,-2202,18,193,89,-22,-51,-27,7766,
10,-1998,38,43,98,-54,-61,-27,7766,
10,-2086,143,-53,60,-44,-43,-27,7766,
10,-2115,40,116,70,-62,-65,-27,7766,
10,-2134,-13,363,86,-105,-72,-27,7766,
10,32767,15760,-14869,2323,-1792,-1951,-27,7766,
10,1413,1977,-5885,-1,-1,-1,-1,-1,
