periodo,acx,acy,acz,gx,gy,gz,cantAngle,altitude,
10,-4033,79,2108,0,8,1,-5920,16508,
10,-4030,70,2120,4,247,252,-5921,16521,
10,-4028,59,2112,3,243,-4,-5922,16533,
10,-4031,80,2109,2,-11,251,-5920,16545,
10,-4027,92,2106,-4,5,1,-5920,16557,
10,-4033,77,2119,251,15,1,-5920,16570,
10,-4024,71,2116,0,2,-3,-5921,16582,
10,-4024,81,2121,5,251,252,-5921,16594,
10,-4030,74,2130,2,-5,-3,-5919,16606,
10,-4033,77,2118,1,249,0,-5920,16618,
10,-4031,71,2109,3,-13,-2,-5922,16630,
10,-4041,69,2127,0,244,253,-5920,16642,
10,-4031,75,2112,-4,252,1,-5920,16654,
10,-4042,76,2117,-4,9,0,-5920,16665,
10,-4035,77,2115,-4,8,2,-5921,16677,
10,-4026,89,2110,0,4,0,-5922,16689,
10,-4031,85,2105,251,16,0,-5921,16701,
10,-4032,76,2113,252,14,-1,-5920,16712,
10,-4038,82,2117,251,12,4,-5921,16724,
10,-4022,66,2125,2,10,2,-5921,16736,
10,-4026,81,2118,3,-13,0,-5921,16747,
10,-4034,65,2123,0,-9,254,-5922,16759,
10,-4037,89,2125,0,-10,0,-5921,16770,
10,-4019,70,2112,0,-11,0,-5920,16782,
10,-4030,81,2121,254,-4,0,-5921,16793,
10,-4030,75,2105,249,4,1,-5920,16804,
10,-4036,67,2104,-5,1,252,-5920,16816,
10,-4020,78,2119,-3,11,2,-5921,16827,
10,-4022,72,2129,-5,10,5,-5921,16838,
10,-4035,49,2129,-1,9,-3,-5921,16849,
10,-4038,74,2117,1,2,0,-5920,16860,
10,-4032,80,2114,2,248,1,-5920,16871,
10,-4033,72,2114,1,242,252,-5920,16882,
10,-4022,61,2117,3,241,254,-5921,16893,
10,-4030,72,2119,250,250,-2,-5921,16904,
10,-4037,81,2091,0,-4,1,-5919,16915,
10,-4038,88,2110,249,5,2,-5920,16926,
10,-4036,90,2101,-5,11,2,-5921,16937,
10,-4039,78,2145,-4,15,1,-5921,16948,
10,-4029,86,2104,1,2,0,-5920,16959,
10,-4037,79,2140,2,-7,-5,-5920,16969,
10,-4022,82,2121,3,-11,-2,-5921,16980,
10,-4030,80,2122,0,-18,-2,-5921,16991,
10,-4029,71,2130,0,-10,-3,-5920,17001,
10,-4039,73,2113,-7,5,2,-5921,17012,
10,-4031,70,2121,-7,7,0,-5921,17022,
10,-4037,71,2122,252,13,-4,-5920,17033,
10,-4038,85,2121,-3,14,2,-5920,17043,
10,-4030,66,2113,-3,6,2,-5921,17054,
10,-4029,65,2107,1,7,0,-5921,17064,
10,-4019,70,2128,1,10,254,-5921,17074,
10,-4027,90,2129,3,254,0,-5920,17085,
10,-4026,80,2122,0,246,0,-5921,17095,
10,-4039,72,2143,4,240,-6,-5921,17105,
10,-4034,89,2119,2,243,2,-5920,17115,
10,-4029,86,2113,-3,250,-1,-5920,17125,
10,-4019,75,2129,-2,1,-3,-5921,17135,
10,-4033,75,2133,-7,6,1,-5921,17145,
10,-4025,86,2136,251,12,1,-5920,17155,
10,-4036,77,2140,251,13,1,-5920,17165,
10,-4032,86,2114,253,13,2,-5921,17175,
10,-4036,87,2126,1,5,-3,-5921,17185,
10,-4048,66,2128,4,-8,-4,-5920,17195,
10,-4043,72,2114,2,-5,254,-5920,17205,
10,-4030,73,2133,2,-12,-4,-5921,17214,
10,-4038,66,2136,-2,239,254,-5921,17224,
10,-4035,80,2126,1,241,0,-5920,17234,
10,-4032,73,2103,-3,4,3,-5921,17243,
10,-4028,74,2138,254,17,1,-5921,17253,
10,-4036,78,2123,252,11,-2,-5920,17263,
10,-4030,81,2121,2,12,-3,-5920,17272,
10,-4028,78,2123,4,2,-2,-5920,17282,
10,-4028,74,2113,3,-3,-4,-5921,17291,
10,-4030,72,2111,2,-10,252,-5921,17300,
10,-4026,75,2123,2,-14,-2,-5920,17310,
10,-4030,74,2109,0,-9,-4,-5920,17319,
10,-4039,76,2091,2,-12,-5,-5920,17328,
10,-4036,76,2130,254,-6,-5,-5921,17337,
10,-4037,82,2127,1,-8,-2,-5921,17347,
10,-4026,76,2111,2,-2,0,-5920,17356,
10,-4031,85,2132,1,-11,-1,-5920,17365,
10,-4042,87,2109,-6,243,1,-5921,17374,
10,-4042,63,2123,-12,254,-2,-5921,17383,
10,-4031,69,2105,-6,2,1,-5920,17392,
10,-4023,82,2127,252,11,0,-5920,17401,
10,-4042,66,2122,253,11,2,-5921,17410,
10,-4028,82,2117,4,0,254,-5921,17419,
10,-4023,89,2123,3,-4,-2,-5920,17427,
10,-4037,78,2113,3,-2,-2,-5921,17436,
10,-4022,74,2120,2,-9,-5,-5920,17445,
10,-4029,66,2124,3,-11,252,-5920,17454,
10,-4030,78,2138,2,-15,0,-5920,17462,
10,-4027,85,2109,-6,-4,253,-5920,17471,
10,-4030,72,2108,-8,4,0,-5921,17479,
10,-4036,71,2109,252,13,3,-5920,17488,
10,-4026,82,2104,254,14,0,-5920,17496,
10,-4030,78,2116,250,17,3,-5920,17505,
10,-4009,86,2124,0,254,1,-5920,17513,
10,-4018,82,2128,5,247,1,-5921,17522,
10,-4021,79,2110,3,247,4,-5921,17530,
10,-4021,83,2112,4,241,-3,-5921,17538,
10,-4029,85,2125,-2,241,-5,-5921,17547,
10,-4034,71,2112,253,247,-2,-5920,17555,
10,-4021,75,2102,11,-7,0,-5920,17563,
10,-4034,78,2099,15,-5,0,-5921,17571,
10,-4033,71,2135,254,10,2,-5921,17579,
10,-4025,73,2115,252,13,3,-5920,17587,
10,-4026,80,2120,-5,8,0,-5921,17595,
10,-4031,72,2115,-5,14,1,-5920,17603,
10,-4024,70,2093,-3,16,0,-5920,17611,
10,-4024,77,2120,0,10,254,-5921,17619,
10,-4029,83,2119,1,241,2,-5921,17627,
10,-4024,75,2108,1,248,-3,-5920,17635,
10,-4026,79,2094,253,-5,1,-5920,17642,
10,-4035,77,2122,250,8,3,-5921,17650,
10,-4023,70,2118,253,8,1,-5920,17658,
10,-4038,79,2103,251,10,3,-5920,17665,
10,-4027,78,2104,-4,4,-3,-5920,17673,
10,-4038,73,2101,0,4,0,-5920,17681,
10,-4043,79,2108,-10,-9,0,-5921,17688,
10,-4016,81,2103,-6,0,254,-5921,17696,
10,-4031,86,2129,-5,8,1,-5921,17703,
10,-4024,79,2111,-7,11,2,-5921,17711,
10,-4025,88,2111,253,13,3,-5920,17718,
10,-4032,86,2129,2,7,254,-5921,17725,
10,-4035,77,2124,4,251,0,-5920,17733,
10,-4031,83,2110,6,241,254,-5920,17740,
10,-4019,78,2118,3,243,-1,-5920,17747,
10,-4037,84,2129,2,-9,-4,-5920,17754,
10,-4036,77,2106,1,-12,0,-5920,17761,
10,-4032,70,2119,1,-12,-8,-5921,17768,
10,-4021,82,2119,0,-8,-3,-5920,17775,
10,-4027,74,2113,0,-7,1,-5920,17782,
10,-4025,61,2116,250,6,4,-5921,17789,
10,-4033,73,2108,253,14,0,-5920,17796,
10,-4026,69,2124,2,12,1,-5920,17803,
10,-4022,79,2097,-2,11,0,-5921,17810,
10,-4033,79,2101,0,10,-5,-5920,17817,
10,-4033,72,2118,3,249,1,-5920,17824,
10,-4029,76,2098,2,247,254,-5921,17830,
10,-4031,92,2105,-10,246,251,-5920,17837,
10,-4017,83,2129,0,244,-6,-5921,17844,
10,-4026,88,2128,4,244,-2,-5921,17850,
10,-4036,79,2133,7,-8,-3,-5920,17857,
10,-4024,78,2121,252,-3,0,-5920,17863,
10,-4036,78,2124,251,-13,1,-5921,17870,
10,-4034,69,2097,252,4,0,-5920,17876,
10,-4030,78,2139,-6,12,2,-5920,17883,
10,-4029,72,2123,-3,14,1,-5921,17889,
10,-4029,78,2112,-6,15,0,-5920,17896,
10,-4023,74,2139,-3,12,2,-5921,17902,
10,-4025,77,2134,1,12,3,-5921,17908,
10,-4025,71,2129,0,6,-2,-5920,17914,
10,-4027,87,2114,2,-12,0,-5920,17920,
10,-4036,70,2099,4,-13,-4,-5920,17927,
10,-4022,73,2127,3,-9,-3,-5921,17933,
10,-4016,62,2109,3,-12,252,-5920,17939,
10,-4036,65,2127,2,247,0,-5920,17945,
10,-4026,81,2125,4,238,254,-5921,17951,
10,-4031,77,2136,3,244,248,-5920,17957,
10,-4024,79,2124,-2,254,0,-5920,17963,
10,-4018,78,2128,-8,7,1,-5921,17968,
10,-4023,82,2122,-3,7,2,-5920,17974,
10,-4038,93,2132,1,9,-2,-5921,17980,
10,-4034,79,2105,3,0,1,-5921,17986,
10,-4026,79,2102,2,247,253,-5920,17992,
10,-4022,82,2111,3,244,252,-5920,17997,
10,-4024,82,2123,3,-12,253,-5921,18003,
10,-4030,74,2132,254,-13,-2,-5921,18008,
10,-4032,75,2103,252,-6,2,-5920,18014,
10,-4027,77,2119,252,4,2,-5921,18019,
10,-4036,81,2117,252,9,2,-5921,18025,
10,-4023,76,2115,251,13,1,-5920,18030,
10,-4032,74,2115,-3,18,1,-5920,18036,
10,-4019,82,2102,-3,13,1,-5920,18041,
10,-4040,87,2106,2,7,1,-5921,18046,
10,-4025,78,2099,5,0,1,-5920,18052,
10,-4042,78,2128,3,-7,254,-5920,18057,
10,-4026,72,2121,5,246,251,-5921,18062,
10,-4024,84,2117,4,239,0,-5921,18067,
10,-4042,84,2115,1,242,254,-5920,18072,
10,-4030,73,2122,0,241,254,-5920,18077,
10,-4040,72,2110,3,245,254,-5920,18082,
10,-4027,72,2110,1,246,253,-5920,18087,
10,-4029,76,2115,-3,248,1,-5920,18092,
10,-4015,84,2114,-3,0,-3,-5920,18097,
10,-4029,68,2121,248,8,4,-5920,18102,
10,-4028,91,2094,4,-13,254,-5920,18107,
10,-4030,76,2120,3,-11,-3,-5920,18112,
10,-4035,78,2110,1,-13,-1,-5921,18117,
10,-4048,69,2111,2,-12,-4,-5920,18121,
10,-4036,82,2125,0,-13,-3,-5920,18126,
10,-4035,81,2101,252,-5,252,-5920,18131,
10,-4029,73,2108,248,3,1,-5920,18135,
10,-4048,71,2120,-5,14,1,-5920,18140,
10,-4026,80,2115,-4,15,2,-5921,18144,
10,-4019,81,2123,-3,13,1,-5920,18149,
10,-4034,64,2122,2,6,1,-5920,18153,
10,-4036,73,2123,4,2,1,-5921,18158,
10,-4016,74,2095,4,252,254,-5920,18162,
10,-4033,79,2120,4,243,253,-5921,18166,
10,-4030,75,2105,2,242,-5,-5920,18171,
10,-4031,74,2124,1,-14,0,-5920,18175,
10,-4026,72,2131,2,-9,-3,-5921,18179,
10,-4021,81,2117,-4,7,-3,-5920,18183,
10,-4028,83,2133,0,-1,253,-5920,18187,
10,-4017,74,2119,6,246,2,-5920,18191,
10,-4032,81,2121,1,242,254,-5920,18195,
10,-4024,69,2118,-2,245,254,-5921,18199,
10,-4041,64,2120,-3,249,0,-5920,18203,
10,-4027,70,2131,-3,1,0,-5920,18207,
10,-4046,86,2120,-2,17,0,-5921,18211,
10,-4031,72,2117,-3,9,4,-5920,18215,
10,-4014,71,2101,250,13,0,-5920,18219,
10,-4046,77,2106,2,14,3,-5920,18223,
10,-4033,78,2119,3,6,1,-5920,18226,
10,-4034,70,2100,4,-6,-3,-5920,18230,
10,-4034,71,2137,254,-9,0,-5920,18234,
10,-4034,62,2115,0,-6,2,-5920,18237,
10,-4023,74,2126,-7,0,-2,-5921,18241,
10,-4030,70,2102,-6,9,1,-5921,18245,
10,-4020,81,2105,-5,2,2,-5920,18248,
10,-4038,79,2108,-5,10,2,-5920,18252,
10,-4031,73,2117,252,17,2,-5921,18255,
10,-4032,79,2109,254,8,-1,-5920,18258,
10,-4016,70,2114,4,254,253,-5920,18262,
10,-4030,73,2127,4,249,-3,-5921,18265,
10,-4022,73,2108,4,-7,0,-5920,18268,
10,-4046,81,2142,2,-20,-4,-5920,18272,
10,-4042,73,2106,1,-18,0,-5920,18275,
10,-4034,70,2110,1,-11,-3,-5920,18278,
10,-4020,84,2095,0,-7,-2,-5921,18281,
10,-4031,80,2111,-2,-2,-5,-5920,18284,
10,-4025,84,2120,-5,6,1,-5920,18287,
10,-4030,79,2115,251,6,0,-5920,18290,
10,-4021,85,2103,253,15,2,-5921,18293,
10,-4035,66,2101,252,14,0,-5920,18296,
10,-4025,71,2122,248,20,1,-5920,18299,
10,-4033,88,2116,253,17,0,-5920,18302,
10,-4029,68,2124,0,2,2,-5920,18305,
10,-4031,78,2100,1,12,2,-5920,18307,
10,-4032,80,2129,-7,254,250,-5921,18310,
10,-4045,79,2103,-4,0,-2,-5920,18313,
10,-4031,76,2120,-3,249,-3,-5920,18315,
10,-4030,77,2109,-6,15,2,-5921,18318,
10,-4029,69,2104,254,14,0,-5920,18321,
10,-4034,78,2112,7,13,0,-5920,18323,
10,-4043,69,2112,4,-4,-2,-5921,18326,
10,-4029,72,2121,3,-3,-3,-5920,18328,
10,-4014,74,2127,1,-3,-3,-5920,18330,
10,-4022,75,2128,3,-17,-2,-5920,18333,
10,-4038,79,2118,-4,2,-2,-5920,18335,
10,-4020,73,2110,-3,13,0,-5921,18338,
10,-4024,74,2115,0,5,2,-5920,18340,
10,-4024,68,2138,1,7,-2,-5920,18342,
10,-4032,75,2142,3,244,-1,-5920,18344,
10,-4029,83,2108,4,245,0,-5920,18346,
10,-4042,86,2116,252,252,2,-5920,18348,
10,-4041,73,2134,253,6,0,-5920,18351,
10,-4024,88,2116,250,10,2,-5920,18353,
10,-4027,72,2120,-7,14,2,-5921,18355,
10,-4030,84,2117,-3,16,0,-5920,18357,
10,-4028,86,2127,-5,11,0,-5920,18358,
10,-4025,85,2108,0,10,2,-5920,18360,
10,-4023,70,2114,4,9,0,-5920,18362,
10,-4026,80,2134,5,247,254,-5920,18364,
10,-4036,84,2119,2,237,252,-5920,18366,
10,-4035,94,2109,1,239,252,-5920,18367,
10,-4039,74,2123,-2,246,0,-5920,18369,
10,-4022,69,2108,-3,249,1,-5920,18371,
10,-4037,64,2111,-4,9,0,-5920,18372,
10,-4041,78,2112,-5,8,0,-5920,18374,
10,-4021,79,2128,-5,14,-2,-5920,18376,
10,-4020,73,2116,-3,17,1,-5920,18377,
10,-4034,83,2115,0,13,4,-5920,18378,
10,-4039,88,2111,2,6,0,-5921,18380,
10,-4032,77,2127,2,-2,-3,-5920,18381,
10,-4031,67,2122,254,-14,-2,-5920,18383,
10,-4037,75,2109,1,-12,0,-5920,18384,
10,-4028,75,2122,3,-6,2,-5920,18385,
10,-4020,69,2093,-3,251,2,-5920,18386,
10,-4038,85,2116,1,254,251,-5920,18388,
10,-4040,72,2111,4,245,254,-5920,18389,
10,-4016,66,2110,6,-10,254,-5920,18390,
10,-4028,79,2123,0,-13,-2,-5920,18391,
10,-4043,85,2114,3,-8,253,-5920,18392,
10,-4027,75,2109,1,-12,-2,-5920,18393,
10,-4034,68,2112,254,-9,-2,-5920,18394,
10,-4042,66,2127,253,1,0,-5920,18395,
10,-4040,79,2118,-5,8,1,-5920,18396,
10,-4029,84,2128,-4,17,3,-5920,18397,
10,-4032,92,2113,-4,14,2,-5920,18397,
10,-4025,75,2118,2,14,-1,-5920,18398,
10,-4034,67,2119,1,1,0,-5920,18399,
10,-4026,75,2122,1,2,2,-5920,18400,
10,-4034,80,2121,5,251,1,-5920,18400,
10,-4035,67,2104,1,248,-2,-5920,18401,
10,-4035,73,2110,4,243,0,-5920,18401,
10,-4036,76,2108,1,245,-1,-5920,18402,
10,-4026,85,2116,-3,-7,0,-5920,18403,
10,-4033,82,2123,-5,6,-2,-5920,18403,
10,-4044,87,2125,3,-6,-3,-5920,18403,
10,-4034,71,2121,7,-11,-2,-5920,18404,
10,-4034,80,2114,2,-13,0,-5920,18404,
10,-4042,66,2098,1,-14,-4,-5920,18404,
10,-4026,79,2116,0,-14,0,-5920,18405,
10,-4019,79,2137,254,-6,1,-5921,18405,
10,-4020,85,2117,253,1,-1,-5920,18405,
10,-4030,57,2122,-4,16,6,-5920,18405,
10,-4026,66,2115,-6,13,0,-5920,18405,
10,-4029,84,2120,6,244,252,-5920,18406,
10,-4034,81,2145,2,-11,-3,-5920,18406,
