16,39,-1,-1,3,0,-2,0,0,0,-14,0,-1,-1,-101,58,
-125,62,1,0,0,0,-5,-1,2,0,9,0,-1,-1,-101,58,
-125,62,1,0,-2,-1,1,0,3,0,5,0,-1,-1,-101,58,
-125,62,-2,-1,1,0,1,0,2,0,-10,-1,-1,-1,-101,58,
-125,62,0,0,-2,-1,1,0,1,0,9,0,2,0,-101,58,
-125,62,2,0,2,0,1,0,0,0,7,0,1,0,-101,58,
-125,62,-1,-1,2,0,0,0,5,0,-8,-1,-3,-1,-101,58,
-125,62,0,0,-2,-1,-2,-1,-1,-1,8,0,1,0,-101,58,
-125,62,-1,-1,1,0,0,0,5,0,-9,-1,-2,-1,-101,58,
-125,62,1,0,3,0,1,0,2,0,-10,-1,-3,-1,-101,58,
-125,62,-1,-1,1,0,1,0,-2,-1,-3,-1,1,0,-101,58,
-125,62,1,0,-3,-1,-1,-1,-4,-1,10,0,1,0,-101,58,
-125,62,1,0,1,0,-1,-1,-3,-1,-4,-1,-2,-1,-101,58,
-125,62,-1,-1,-3,-1,-3,-1,-3,-1,10,0,-1,-1,-101,58,
-125,62,-2,-1,1,0,-2,-1,3,0,-11,-1,-3,-1,-101,58,
-125,62,0,0,4,0,-2,-1,2,0,1,0,1,0,-101,58,
-125,62,1,0,2,0,-2,-1,-1,-1,-15,-1,-4,-1,-101,58,
-125,62,1,0,-1,-1,0,0,1,0,-10,-1,-2,-1,-101,58,
-125,62,0,0,-2,-1,-4,-1,1,0,4,0,0,0,-101,58,
-125,62,-3,-1,0,0,-1,-1,4,0,-10,-1,-4,-1,-101,58,
-125,62,-1,-1,-1,-1,-2,-1,-3,-1,1,0,0,0,-101,58,
-125,62,-2,-1,-4,-1,0,0,2,0,-14,-1,-1,-1,-101,58,
-125,62,0,0,2,0,-1,-1,2,0,7,0,2,0,-101,58,
-125,62,1,0,0,0,-1,-1,4,0,-4,-1,-2,-1,-101,58,
-125,62,1,0,-2,-1,-1,-1,1,0,-17,-1,0,0,-101,58,
-125,62,1,0,1,0,-1,-1,1,0,-16,-1,-2,-1,-101,58,
-125,62,1,0,-2,-1,-1,-1,2,0,1,0,-1,-1,-101,58,
-125,62,-1,-1,2,0,1,0,0,0,3,0,-2,-1,-101,58,
-125,62,-1,-1,-1,-1,-1,-1,-1,-1,10,0,0,0,-101,58,
-125,62,3,0,2,0,-1,-1,-1,-1,13,0,-1,-1,-101,58,
-125,62,-1,-1,0,0,0,0,0,0,8,0,1,0,-101,58,
-125,62,-1,-1,-1,-1,2,0,2,0,-14,-1,-1,-1,-101,58,
-125,62,-1,-1,4,0,0,0,-4,-1,-10,-1,-1,-1,-101,58,
-125,62,-1,-1,-1,-1,-4,-1,-2,-1,-5,-1,-4,-1,-101,58,
-125,62,-1,-1,-2,-1,0,0,3,0,-9,-1,0,0,-101,58,
-125,62,3,0,3,0,1,0,3,0,-13,-1,-1,-1,-101,58,
-125,62,2,0,3,0,0,0,-5,-1,3,0,3,0,-101,58,
-125,62,0,0,2,0,0,0,-5,-1,1,0,3,0,-101,58,
-125,62,-1,-1,-1,-1,5,0,1,0,-3,-1,1,0,-101,58,
-125,62,-2,-1,2,0,1,0,-4,-1,13,0,-2,-1,-101,58,
-125,62,0,0,0,0,0,0,1,0,-9,-1,0,0,-101,58,
-125,62,-1,-1,-2,-1,-3,-1,4,0,-10,-1,-1,-1,-101,58,
-125,62,-1,-1,2,0,-2,-1,1,0,-15,-1,-4,-1,-101,58,
-125,62,3,0,0,0,-3,-1,1,0,-10,-1,-4,-1,-101,58,
-125,62,-2,-1,0,0,0,0,-3,-1,7,0,-1,-1,-101,58,
-125,62,2,0,1,0,0,0,3,0,-7,-1,0,0,-101,58,
-125,62,0,0,-4,-1,-3,-1,-3,-1,-13,-1,-1,-1,-101,58,
-125,62,-2,-1,2,0,0,0,2,0,-8,-1,-2,-1,-101,58,
-125,62,-1,-1,-1,-1,1,0,-2,-1,-15,-1,-5,-1,-101,58,
-125,62,-2,-1,0,0,3,0,-2,-1,-4,-1,-3,-1,-101,58,
-125,62,-2,-1,-1,-1,0,0,2,0,-13,-1,-3,-1,-101,58,
-125,62,2,0,-2,-1,1,0,3,0,-15,-1,-3,-1,-101,58,
-125,62,-2,-1,2,0,-1,-1,3,0,2,0,-1,-1,-101,58,
-125,62,0,0,-2,-1,-1,-1,-3,-1,-9,-1,-3,-1,-101,58,
-125,62,2,0,2,0,-1,-1,-1,-1,-7,-1,-1,-1,-101,58,
-125,62,-1,-1,0,0,1,0,-4,-1,3,0,-2,-1,-101,58,
-125,62,-1,-1,0,0,1,0,6,0,-9,-1,-6,-1,-101,58,
-125,62,-2,-1,3,0,-1,-1,-1,-1,-9,-1,-2,-1,-101,58,
-125,62,-1,-1,1,0,0,0,-6,-1,15,0,3,0,-101,58,
-125,62,-3,-1,-3,-1,-1,-1,-3,-1,8,0,-1,-1,-101,58,
-125,62,-1,-1,0,0,1,0,-3,-1,11,0,1,0,-101,58,
-125,62,0,0,2,0,1,0,-1,-1,4,0,2,0,-101,58,
-125,62,2,0,-3,-1,-1,-1,-4,-1,4,0,0,0,-101,58,
-125,62,-2,-1,-2,-1,-3,-1,4,0,-4,-1,-2,-1,-101,58,
-125,62,2,0,-2,-1,-1,-1,-4,-1,10,0,3,0,-101,58,
-125,62,0,0,-2,-1,2,0,-4,-1,11,0,1,0,-101,58,
-125,62,3,0,1,0,-2,-1,-5,-1,9,0,1,0,-101,58,
-125,62,0,0,-3,-1,-1,-1,5,0,-4,-1,0,0,-101,58,
-125,62,-2,-1,4,0,1,0,0,0,7,0,0,0,-101,58,
-125,62,0,0,-2,-1,1,0,1,0,4,0,2,0,-101,58,
-125,62,0,0,-1,-1,0,0,3,0,2,0,0,0,-101,58,
-125,62,-2,-1,0,0,2,0,0,0,-10,-1,0,0,-101,58,
-125,62,-1,-1,4,0,-1,-1,-3,-1,-11,-1,0,0,-101,58,
-125,62,0,0,2,0,-3,-1,2,0,-12,-1,-2,-1,-101,58,
-125,62,-1,-1,-1,-1,3,0,3,0,-3,-1,-4,-1,-101,58,
-125,62,0,0,1,0,-1,-1,-1,-1,-7,-1,1,0,-101,58,
-125,62,-2,-1,-2,-1,0,0,0,0,-14,-1,-1,-1,-101,58,
-125,62,2,0,-2,-1,1,0,2,0,-7,-1,0,0,-101,58,
-125,62,0,0,0,0,1,0,-5,-1,10,0,2,0,-101,58,
-125,62,-1,-1,1,0,1,0,-1,-1,-12,-1,-1,-1,-101,58,
-125,62,0,0,0,0,-2,-1,-1,-1,-10,-1,-3,-1,-101,58,
-125,62,-4,-1,-3,-1,-1,-1,1,0,8,0,1,0,-101,58,
-125,62,0,0,3,0,0,0,-5,-1,8,0,1,0,-101,58,
-125,62,-1,-1,1,0,2,0,4,0,-14,-1,-1,-1,-101,58,
-125,62,1,0,-1,-1,-1,-1,-1,-1,9,0,-2,-1,-101,58,
-125,62,-2,-1,-2,-1,5,0,-2,-1,-7,-1,1,0,-101,58,
-125,62,0,0,-1,-1,-2,-1,0,0,-14,-1,-1,-1,-101,58,
-125,62,2,0,3,0,-3,-1,-2,-1,10,0,1,0,-101,58,
-125,62,-3,-1,0,0,1,0,0,0,-13,-1,-5,-1,-101,58,
-125,62,0,0,0,0,1,0,4,0,-4,-1,-1,-1,-101,58,
-125,62,-2,-1,-3,-1,1,0,4,0,0,0,-2,-1,-101,58,
-125,62,0,0,0,0,1,0,3,0,-5,-1,-2,-1,-101,58,
-125,62,0,0,-3,-1,0,0,-1,-1,6,0,-2,-1,-101,58,
-125,62,-1,-1,1,0,1,0,3,0,-3,-1,-2,-1,-101,58,
-125,62,2,0,0,0,-2,-1,-1,-1,9,0,1,0,-101,58,
-125,62,2,0,-2,-1,-1,-1,-1,-1,-4,-1,-1,-1,-101,58,
-125,62,2,0,5,0,-4,-1,-1,-1,11,0,-1,-1,-101,58,
-125,62,-2,-1,-3,-1,0,0,-2,-1,9,0,-1,-1,-101,58,
-125,62,-2,-1,-2,-1,0,0,2,0,-17,-1,-3,-1,-101,58,
-125,62,2,0,2,0,-2,-1,0,0,-7,-1,-2,-1,-101,58,
-125,62,0,0,1,0,-1,-1,-6,-1,11,0,1,0,-101,58,
-125,62,-1,-1,-1,-1,-2,-1,-1,-1,-6,-1,-3,-1,-101,58,
-125,62,0,0,-3,-1,0,0,2,0,-8,-1,-1,-1,-101,58,
-125,62,-1,-1,3,0,3,0,3,0,-12,-1,-2,-1,-101,58,
-125,62,-1,-1,-1,-1,-2,-1,1,0,-14,-1,-1,-1,-101,58,
-125,62,-1,-1,-1,-1,0,0,-2,-1,-6,-1,-1,-1,-101,58,
-125,62,-1,-1,2,0,-1,-1,-4,-1,-6,-1,-1,-1,-101,58,
-125,62,1,0,-3,-1,2,0,0,0,6,0,-3,-1,-101,58,
-125,62,0,0,1,0,0,0,1,0,1,0,0,0,-101,58,
-125,62,1,0,1,0,2,0,-4,-1,4,0,1,0,-101,58,
-125,62,-3,-1,2,0,0,0,-3,-1,13,0,3,0,-101,58,
-125,62,2,0,-4,-1,-1,-1,3,0,-9,-1,-2,-1,-101,58,
-125,62,-1,-1,1,0,0,0,-3,-1,-4,-1,1,0,-101,58,
-125,62,-3,-1,0,0,0,0,4,0,-16,-1,-1,-1,-101,58,
-125,62,2,0,1,0,-1,-1,2,0,-6,-1,-3,-1,-101,58,
-125,62,2,0,0,0,0,0,2,0,10,0,2,0,-101,58,
-125,62,-1,-1,4,0,1,0,4,0,-8,-1,-1,-1,-101,58,
-125,62,-1,-1,-1,-1,1,0,5,0,-7,-1,-2,-1,-101,58,
-125,62,-2,-1,-1,-1,2,0,0,0,-13,-1,1,0,-101,58,
-125,62,0,0,0,0,0,0,-4,-1,9,0,1,0,-101,58,
-125,62,0,0,0,0,0,0,1,0,-2,-1,-1,-1,-101,58,
-125,62,0,0,-2,-1,0,0,-3,-1,7,0,3,0,-101,58,
-125,62,2,0,1,0,0,0,3,0,-14,-1,-2,-1,-101,58,
-125,62,1,0,1,0,-2,-1,-5,-1,9,0,-1,-1,-101,58,
-125,62,0,0,-3,-1,-1,-1,-5,-1,3,0,3,0,-101,58,
-125,62,-1,-1,0,0,-1,-1,1,0,-10,-1,-1,-1,-101,58,
-125,62,-2,-1,-4,-1,-1,-1,3,0,-13,-1,0,0,-101,58,
-125,62,1,0,0,0,1,0,0,0,7,0,-1,-1,-101,58,
-125,62,-3,-1,-2,-1,-1,-1,3,0,-2,-1,-2,-1,-101,58,
-125,62,-2,-1,4,0,0,0,-1,-1,-12,-1,1,0,-101,58,
-125,62,0,0,-1,-1,-1,-1,-2,-1,2,0,2,0,-101,58,
-125,62,0,0,-1,-1,1,0,-2,-1,-4,-1,-2,-1,-101,58,
-125,62,-2,-1,1,0,-2,-1,-5,-1,7,0,2,0,-101,58,
-125,62,0,0,2,0,-1,-1,0,0,7,0,0,0,-101,58,
-125,62,-2,-1,1,0,-1,-1,-4,-1,-2,-1,1,0,-101,58,
-125,62,1,0,-4,-1,-1,-1,-3,-1,0,0,1,0,-101,58,
-125,62,2,0,-1,-1,-1,-1,0,0,6,0,2,0,-101,58,
-125,62,0,0,-1,-1,1,0,1,0,7,0,-1,-1,-101,58,
-125,62,1,0,0,0,-4,-1,-2,-1,12,0,3,0,-101,58,
