1678,-3821,-167,2087,2,-12,-3,0,10000,
1760,-3819,-153,2091,1,2,-2,0,10000,
1751,-3807,-158,2085,-5,10,-1,0,10000,
1747,-3801,-165,2098,2,-16,-4,0,10000,
1748,-3819,-170,2087,-1,8,3,0,10000,
1749,-3817,-153,2097,-4,-12,-1,0,10000,
1749,-3803,-151,2089,3,1,1,0,10000,
1750,-3804,-147,2089,-2,5,-1,0,10000,
1751,-3822,-148,2091,2,-14,-2,0,10000,
1751,-3810,-153,2097,-4,9,3,0,10000,
1753,-3819,-160,2108,0,-8,-2,0,10000,
1752,-3801,-163,2098,3,-3,0,0,10000,
1753,-3803,-157,2100,-5,7,-1,0,10000,
1751,-3809,-165,2088,0,-15,-4,0,10000,
1754,-3815,-169,2095,0,12,1,0,10000,
1755,-3807,-147,2095,-4,7,2,0,10000,
1753,-3808,-153,2083,-1,-12,-6,0,10000,
1757,-3800,-165,2097,0,8,1,0,10000,
1757,-3806,-159,2110,-2,-6,-2,0,10000,
1758,-3811,-172,2071,3,-7,-1,0,10000,
1756,-3809,-151,2070,-6,5,0,0,10000,
1759,-3824,-170,2102,1,-13,-1,0,10000,
1759,-3795,-167,2105,3,-13,-2,0,10000,
1756,-3813,-161,2109,-2,12,-2,0,10000,
1759,-3810,-151,2105,-2,-7,-2,0,10000,
1759,-3806,-156,2091,2,6,-1,0,10000,
1759,-3808,-168,2091,-3,1,1,1,10000,
1759,-3813,-167,2101,4,-10,-1,0,10000,
1759,-3804,-161,2104,-3,9,1,0,10000,
1759,-3824,-154,2093,0,-3,1,0,10000,
1756,-3816,-161,2095,5,-3,-2,0,10000,
1758,-3801,-164,2109,-3,-1,0,1,10000,
1758,-3800,-156,2097,5,-16,-3,0,10000,
1758,-3817,-156,2087,-3,14,0,0,10000,
1759,-3813,-160,2086,-4,-9,0,0,10000,
1759,-3814,-157,2111,1,-1,-1,0,10000,
1759,-3819,-154,2088,-5,6,1,0,10000,
1759,-3816,-162,2101,4,-13,-2,0,10000,
1760,-3804,-153,2091,-4,13,5,0,10000,
1754,-3817,-152,2088,0,-5,0,0,10000,
1757,-3809,-161,2093,6,-1,-3,0,10000,
1759,-3794,-160,2101,-5,11,3,0,10000,
1759,-3817,-168,2072,4,-14,1,0,10000,
1759,-3806,-163,2092,-3,16,0,0,10000,
1760,-3818,-148,2082,0,-10,1,0,10000,
1759,-3806,-156,2091,3,1,1,0,10000,
1759,-3811,-166,2117,-5,8,1,0,10000,
1759,-3804,-171,2092,2,-9,0,0,10000,
1756,-3807,-153,2092,-5,13,3,0,10000,
1756,-3793,-161,2098,5,-12,-1,0,10000,
1759,-3821,-143,2091,2,7,0,0,10000,
1756,-3821,-156,2100,-8,4,1,0,10000,
1754,-3827,-157,2108,1,-14,-1,0,10000,
1759,-3798,-159,2098,-2,12,2,0,10000,
1759,-3822,-165,2102,1,-7,-1,0,10000,
1758,-3815,-157,2109,2,-2,1,0,10000,
1756,-3805,-153,2081,-6,12,0,0,10000,
1756,-3805,-150,2093,-2,-14,0,0,10000,
1758,-3812,-163,2087,-2,16,2,0,10000,
1758,-3808,-149,2101,1,-11,-2,0,10000,
1758,-3816,-161,2091,2,-1,-2,0,10000,
1759,-3806,-162,2088,-5,6,-4,1,10000,
1759,-3811,-163,2090,5,-9,1,1,10000,
1756,-3814,-162,2112,-5,16,1,0,10000,
1758,-3796,-161,2080,1,-14,-1,0,10000,
1759,-3802,-159,2096,-3,15,-1,0,10000,
1759,-3812,-153,2083,-5,-4,-6,0,10000,
1759,-3798,-161,2108,3,-8,-1,1,10000,
1758,-3795,-169,2092,-6,12,3,0,10000,
1756,-3804,-175,2079,2,-15,0,0,10000,
1759,-3824,-160,2086,-3,5,-1,0,10000,
1759,-3809,-164,2112,3,-12,-1,0,10000,
1759,-3830,-164,2099,4,-1,-2,0,10000,
1757,-3812,-169,2105,-6,1,1,0,10000,
1760,-3818,-157,2096,1,-13,-2,0,10000,
1760,-3812,-156,2073,-4,18,1,1,10000,
1754,-3811,-165,2093,5,-14,-1,1,10000,
1759,-3804,-165,2101,-5,12,1,0,10000,
1759,-3807,-167,2098,-6,-4,1,0,10000,
1759,-3814,-176,2107,5,-10,-1,1,10000,
1759,-3813,-161,2092,-3,7,-1,0,10000,
1760,-3815,-152,2084,5,-14,-3,0,10000,
1757,-3809,-157,2101,0,6,0,0,10000,
1757,-3804,-146,2103,-1,-7,2,0,10000,
1759,-3800,-165,2086,5,-5,-2,1,10000,
1759,-3802,-166,2091,-6,5,3,1,10000,
1759,-3810,-157,2099,-1,-13,-5,0,10000,
1759,-3813,-153,2087,-5,14,-2,1,10000,
1759,-3811,-159,2073,0,-14,-3,1,10000,
1756,-3807,-163,2105,0,7,0,0,10000,
1758,-3814,-172,2101,0,-2,1,0,10000,
1753,-3802,-162,2094,3,-7,-1,0,10000,
1756,-3820,-161,2107,-3,12,4,0,10000,
1758,-3813,-158,2095,3,-15,-4,0,10000,
1756,-3807,-151,2097,-4,17,1,0,10000,
1758,-3807,-151,2081,3,-8,-3,0,10000,
1758,-3807,-148,2083,2,6,-1,1,10000,
1756,-3797,-164,2106,-3,-6,-2,1,10000,
1756,-3812,-160,2087,1,-11,-3,1,10000,
1756,-3808,-167,2093,-5,14,4,1,10000,
1756,-3813,-176,2094,2,-13,-1,0,10000,
1753,-3814,-162,2098,2,9,2,0,10000,
1756,-3820,-163,2093,-4,9,0,0,10000,
1758,-3813,-158,2089,5,-12,-2,0,10000,
1756,-3812,-153,2075,-2,11,0,0,10000,
1756,-3809,-164,2084,-5,-7,1,0,10000,
1759,-3817,-158,2086,4,-10,-4,0,10000,
1758,-3810,-161,2117,-2,12,4,1,10000,
1758,-3814,-167,2104,-1,-7,-1,1,10000,
1758,-3806,-163,2097,0,13,-1,1,10000,
1758,-3802,-163,2091,-2,-3,1,0,10000,
1759,-3812,-164,2090,6,0,-3,0,10000,
1756,-3806,-155,2087,-4,5,-1,1,10000,
1759,-3804,-162,2082,1,-10,-3,0,10000,
1759,-3819,-166,2083,-1,15,2,1,10000,
1756,-3812,-162,2103,0,-15,2,1,10000,
1759,-3807,-156,2100,-1,9,0,0,10000,
1759,-3815,-157,2110,0,-8,-3,0,10000,
1759,-3810,-149,2089,-2,11,0,1,10000,
1756,-3808,-162,2101,-3,11,-1,0,10000,
1759,-3798,-165,2105,-3,-6,-2,0,10000,
1759,-3826,-160,2086,3,-3,0,0,10000,
1759,-3813,-171,2097,-4,8,1,1,10000,
1756,-3804,-155,2099,0,-9,0,1,10000,
1759,-3809,-159,2089,0,13,2,0,10000,
1759,-3808,-167,2087,-2,-2,0,1,10000,
1757,-3817,-160,2095,8,-5,-1,1,10000,
1758,-3811,-164,2106,-5,15,2,0,10000,
1758,-3808,-162,2095,0,-15,0,1,10000,
1757,-3830,-153,2090,4,2,-1,1,10000,
1755,-3827,-152,2100,-4,5,2,1,10000,
1758,-3805,-168,2094,3,-14,0,1,10000,
1758,-3800,-157,2108,4,6,-2,1,10000,
1758,-3816,-166,2089,-3,-3,-1,1,10000,
1755,-3826,-159,2083,5,-12,-3,1,10000,
1756,-3813,-155,2086,-7,12,3,0,10000,
1758,-3812,-168,2080,1,-12,-2,0,10000,
1759,-3825,-175,2102,-1,10,1,0,10000,
1759,-3810,-155,2113,2,-5,0,1,10000,
1757,-3807,-162,2080,2,2,-2,0,10000,
1759,-3810,-151,2081,-4,10,0,1,10000,
1759,-3812,-155,2089,4,-13,-1,1,10000,
1757,-3813,-168,2083,3,2,-2,0,10000,
1759,-3817,-152,2072,-3,-8,-3,1,10000,
1759,-3805,-161,2098,4,-5,-1,1,10000,
1759,-3815,-150,2089,-4,2,2,0,10000,
1758,-3812,-162,2100,1,-7,-4,1,10000,
1760,-3810,-155,2073,-3,13,2,0,10000,
1758,-3811,-156,2105,1,-10,1,0,10000,
1757,-3818,-161,2087,4,5,-3,0,10000,
1760,-3801,-146,2084,-2,-2,-2,0,10000,
1760,-3818,-157,2077,4,-13,-1,0,10000,
1758,-3815,-166,2102,-3,13,2,0,10000,
1761,-3807,-160,2096,0,-12,0,1,10000,
1760,-3811,-153,2096,-2,1,-2,0,10000,
1760,-3817,-158,2092,-2,5,0,0,10000,
1760,-3799,-171,2087,5,-8,-2,1,10000,
1760,-3798,-153,2096,-3,14,3,0,10000,
1760,-3814,-166,2103,-2,-16,-1,1,10000,
1760,-3822,-157,2107,3,3,-2,0,10000,
1760,-3795,-151,2084,-4,11,2,0,10000,
1760,-3798,-156,2112,3,-10,-3,1,10000,
1760,-3816,-159,2088,-1,11,1,0,10000,
1757,-3810,-155,2105,-1,-12,-4,1,10000,
1760,-3817,-157,2088,1,5,-1,1,10000,
1760,-3817,-163,2097,-5,-2,1,1,10000,
1760,-3800,-148,2083,3,-11,-2,0,10000,
1760,-3815,-150,2084,0,9,3,1,10000,
1760,-3808,-162,2079,-1,-3,1,1,10000,
1760,-3815,-157,2109,2,-4,0,1,10000,
1757,-3804,-153,2092,-4,7,2,0,10000,
1759,-3809,-156,2084,3,-14,-1,1,10000,
1757,-3810,-157,2092,-3,13,3,1,10000,
1760,-3810,-161,2072,-1,-9,-1,1,10000,
1759,-3814,-167,2085,-1,-8,-3,1,10000,
1760,-3803,-166,2081,-3,10,0,1,10000,
1759,-3811,-155,2097,5,-7,-4,1,10000,
1760,-3811,-168,2084,-6,12,2,1,10000,
1757,-3811,-162,2101,1,-10,-4,0,10000,
1759,-3811,-152,2084,-3,13,2,1,10000,
1759,-3809,-164,2083,2,-13,-3,1,10000,
1757,-3809,-154,2088,0,-17,-2,1,10000,
1760,-3822,-173,2089,-2,7,-4,1,10000,
1756,-3814,-157,2097,-3,-1,2,1,10000,
1757,-3808,-162,2089,4,-12,-1,1,10000,
1759,-3809,-158,2096,-8,15,3,1,10000,
1754,-3809,-165,2096,-1,-9,-2,0,10000,
1759,-3807,-157,2091,1,6,-2,1,10000,
1759,-3809,-166,2100,-2,5,1,1,10000,
